ID,electricity_consumption,temperature_2m_max,temperature_2m_min,sunshine_duration,daylight_duration,wind_speed_10m_max,wind_direction_10m_dominant
cluster_2_2014-03-09,446.025,18.5,4.8,37154.316666666666,41446.99333333333,31.4,139.71635771078286
cluster_3_2014-03-09,673.764,20.0,2.6,37884.38333333333,41578.54666666667,15.0,44.93782081174298
cluster_4_2014-03-09,955.752,18.3,1.0,37320.58000000001,41462.00666666668,14.2,144.98758777894443
cluster_1_2014-03-10,359.336,17.1,1.5,37301.926666666666,41537.96333333333,21.6,29.610715805365235
cluster_2_2014-03-10,514.81,19.0,1.5,37357.793333333335,41653.36666666666,18.8,343.0167299684244
cluster_3_2014-03-10,761.398,19.1,2.9,38018.363333333335,41771.463333333326,14.2,62.92574877644727
cluster_4_2014-03-10,1086.163,17.5,1.1,37497.69666666666,41666.77333333333,17.8,355.8040990012641
cluster_1_2014-03-11,375.105,16.6,4.8,34407.07,41758.263333333336,19.0,32.667721056836534
cluster_2_2014-03-11,529.363,16.7,5.2,32606.32,41860.53333333333,20.7,1.4502937513408
cluster_3_2014-03-11,774.318,18.3,1.3,37840.39000000001,41965.136666666665,18.2,347.92436821732304
cluster_4_2014-03-11,1121.857,16.1,1.6,37522.74333333334,41872.33666666667,19.0,357.8618720010599
cluster_1_2014-03-12,378.685,17.0,3.1,37779.64000000001,41979.25666666667,13.4,60.647190515769765
cluster_2_2014-03-12,533.724,16.9,3.0,37970.52666666667,42068.37,24.0,73.22092309259486
cluster_3_2014-03-12,769.994,19.0,0.8,38261.31333333333,42159.45,10.3,96.34897614482924
cluster_4_2014-03-12,1119.376,17.1,1.8,37978.27,42078.56333333333,14.0,87.5
cluster_1_2014-03-13,375.427,16.7,1.6,37901.18,42200.81333333333,11.4,57.6731989365752
cluster_2_2014-03-13,533.572,17.4,2.3,38300.06666666666,42276.73333333333,20.3,36.69198797515154
cluster_3_2014-03-13,767.819,18.4,3.7,38589.62333333333,42354.263333333336,12.0,25.30895426999857
cluster_4_2014-03-13,1114.334,17.4,3.2,38209.88333333333,42285.32,9.8,318.0003047798862
cluster_1_2014-03-14,369.715,16.8,2.9,32295.623333333333,42422.786666666674,13.5,333.2837749515184
cluster_2_2014-03-14,531.244,18.6,1.4,38497.15333333333,42485.50333333333,15.6,308.63938386201966
cluster_3_2014-03-14,745.955,20.5,4.7,38759.776666666665,42549.46333333334,11.5,325.48974874762064
cluster_4_2014-03-14,1084.886,17.7,2.2,38461.32666666667,42492.48333333333,13.8,330.37250325630936
cluster_1_2014-03-15,330.314,13.3,4.5,23950.073333333334,42645.03666666667,20.9,292.0
cluster_2_2014-03-15,474.868,14.2,5.0,26162.68333333333,42694.54,24.2,296.52374462158826
cluster_3_2014-03-15,702.156,20.2,2.5,16212.6,42744.92666666666,45.4,301.4631556965661
cluster_4_2014-03-15,995.42,15.2,2.7,23938.63333333333,42699.91,24.0,316.63343399930346
cluster_1_2014-03-16,303.071,15.2,5.0,38659.43666666667,42867.44,19.6,274.0036758364123
cluster_2_2014-03-16,441.303,16.0,4.1,38790.316666666666,42903.72,20.4,280.3021578471244
cluster_3_2014-03-16,650.931,20.0,5.0,35527.79,42940.526666666665,44.0,282.51209674599863
cluster_4_2014-03-16,923.159,15.6,1.9,39044.60666666667,42907.47666666666,17.4,292.8556156423488
cluster_1_2014-03-17,357.452,12.0,3.1,12778.743333333332,43089.84666666666,14.3,272.67043694469766
cluster_2_2014-03-17,510.353,19.4,2.9,30867.993333333336,43112.91,12.6,321.76174983027533
cluster_3_2014-03-17,715.431,20.5,4.2,36176.31333333333,43136.14,19.7,343.5422668567668
cluster_4_2014-03-17,1074.731,18.3,1.6,32555.26,43115.06333333333,11.5,304.7946838096177
cluster_1_2014-03-18,381.26,11.7,7.3,11867.566666666666,43312.12666666667,27.0,266.0127652743675
cluster_2_2014-03-18,538.079,13.4,2.4,17648.896666666664,43321.98333333334,30.8,272.7990348386879
cluster_3_2014-03-18,745.806,18.2,3.7,27772.33666666667,43331.64666666667,16.1,245.5883570378872
cluster_4_2014-03-18,1109.911,21.0,3.2,24986.626666666667,43322.526666666665,19.6,283.07449058474447
cluster_1_2014-03-19,369.603,14.9,5.8,38550.52333333334,43534.14333333333,19.8,244.9996952201137
cluster_2_2014-03-19,527.404,15.2,5.3,37467.80666666667,43530.80666666666,23.3,267.2829447008485
cluster_3_2014-03-19,736.305,19.8,7.6,39465.96333333334,43526.92333333333,29.6,335.2181499796712
cluster_4_2014-03-19,1096.587,15.2,5.8,38669.293333333335,43529.75,19.0,307.91383454490864
cluster_1_2014-03-20,364.862,18.7,2.0,39982.26666666666,43755.76,21.9,190.6801061242992
cluster_2_2014-03-20,515.723,19.2,4.3,40050.20333333333,43739.25666666668,26.1,170.4270966545497
cluster_3_2014-03-20,727.671,19.7,3.9,39906.64333333333,43721.84,18.2,168.92997081743272
cluster_4_2014-03-20,1078.403,20.1,3.2,40068.09333333333,43736.6,22.7,181.68162730584507
cluster_1_2014-03-21,358.513,13.2,6.3,25865.38333333333,43976.83666666667,28.4,231.33387178440327
cluster_2_2014-03-21,510.974,18.2,5.8,28175.22,43947.2,29.0,204.59284499569287
cluster_3_2014-03-21,719.819,18.4,7.1,25308.210000000003,43916.293333333335,22.2,203.4226057090703
cluster_4_2014-03-21,1059.888,17.3,8.3,26590.536666666667,43942.94,28.7,206.9732816692741
cluster_1_2014-03-22,334.483,10.8,5.4,33970.64666666667,44197.246666666666,26.1,229.334551412034
cluster_2_2014-03-22,496.293,11.2,5.0,18980.376666666667,44154.51,24.8,235.52512268699823
cluster_3_2014-03-22,692.004,14.2,6.7,17428.023333333334,44110.13999999999,27.6,217.14663608043708
cluster_4_2014-03-22,1007.084,14.2,5.5,18819.646666666667,44148.65333333333,26.0,214.79679457983767
cluster_1_2014-03-23,332.846,9.7,2.8,36929.19,44416.84,28.1,263.74705302426645
cluster_2_2014-03-23,507.946,9.8,2.2,35081.043333333335,44361.04666666666,29.2,266.3534151587522
cluster_3_2014-03-23,694.146,13.3,3.2,31511.406666666662,44303.26666666666,30.6,282.6802433173615
cluster_4_2014-03-23,1011.275,10.5,2.1,36160.76,44353.6,20.4,286.8375333771967
cluster_1_2014-03-24,397.353,10.3,0.4,36331.943333333336,44635.48,18.8,221.5140284677648
cluster_2_2014-03-24,580.417,11.3,0.6,33460.03666666667,44566.68333333333,22.3,287.59632817617035
cluster_3_2014-03-24,790.69,12.9,0.4,30134.08,44495.543333333335,27.7,270.28944224558467
cluster_4_2014-03-24,1158.668,9.8,0.3,36484.41666666666,44557.65,15.0,291.3676633939896
cluster_1_2014-03-25,403.883,10.9,-0.8,26383.656666666662,44853.03333333333,19.3,159.5946576639792
cluster_2_2014-03-25,587.131,10.8,1.1,23972.336666666662,44771.29,33.1,164.0
cluster_3_2014-03-25,807.33,14.1,-0.2,34825.85,44686.84333333333,25.6,297.74952300506703
cluster_4_2014-03-25,1202.815,9.4,1.8,9886.356666666668,44760.67999999999,18.7,147.00489325099102
cluster_1_2014-03-26,394.865,10.0,-0.2,36744.86000000001,45069.54,21.1,18.66789566449874
cluster_2_2014-03-26,591.122,11.4,0.8,34069.41,44974.90666666667,18.4,346.434948822922
cluster_3_2014-03-26,805.954,14.5,-1.3,36874.62,44877.21333333334,17.3,1.603952144537354
cluster_4_2014-03-26,1194.778,10.9,0.9,40982.72,44962.71666666667,16.9,5.72327000920248
cluster_1_2014-03-27,407.328,11.0,-2.2,38788.14666666667,45286.52666666667,13.4,96.82859712048932
cluster_2_2014-03-27,600.656,12.1,-1.3,41628.170000000006,45178.96666666667,15.5,82.17542609108612
cluster_3_2014-03-27,804.204,15.7,1.0,39538.99,45067.99,17.4,308.75711502139364
cluster_4_2014-03-27,1184.313,11.9,-1.4,40923.49333333333,45165.19666666666,11.4,9.45643004440482
cluster_1_2014-03-28,399.064,14.8,-0.5,32027.26,45504.25,19.4,122.01350286235228
cluster_2_2014-03-28,583.463,17.1,0.3,41753.87666666667,45383.706666666665,26.7,111.36712892751753
cluster_3_2014-03-28,781.585,18.2,2.6,39377.013333333336,45259.38333333333,16.6,123.12908324351976
cluster_4_2014-03-28,1137.45,15.7,1.1,41281.91,45368.34666666667,15.0,133.37570789334637
cluster_1_2014-03-29,325.244,18.4,3.0,41644.246666666666,45722.58,21.7,126.66544858796595
cluster_2_2014-03-29,493.693,19.0,2.9,35289.67333333333,45589.00666666666,45.4,117.33166776031592
cluster_3_2014-03-29,685.615,18.7,4.9,35014.44,45451.293333333335,31.1,92.1647740622201
cluster_4_2014-03-29,983.433,19.2,3.8,38125.3,45572.043333333335,17.2,132.31312748020676
cluster_1_2014-03-30,285.39,20.7,5.6,39006.57333333333,45941.386666666665,23.5,148.02150160064934
cluster_2_2014-03-30,453.205,20.9,6.4,33450.823333333334,45794.74333333334,40.0,136.40717779123213
cluster_3_2014-03-30,632.178,19.5,6.5,40844.46333333334,45643.59333333333,23.1,99.80603915470844
cluster_4_2014-03-30,897.029,20.0,6.3,35208.87,45776.17333333334,13.2,128.47488552262044
cluster_1_2014-03-31,338.245,19.6,5.1,33182.97,46160.54666666667,15.8,154.997252795285
cluster_2_2014-03-31,501.76,20.3,7.0,41517.20333333333,46000.8,24.3,152.09367080397553
cluster_3_2014-03-31,699.718,20.6,7.3,40935.54666666666,45836.17333333334,14.9,116.4499982364977
cluster_4_2014-03-31,1018.393,19.3,6.1,41373.6,45980.613333333335,14.5,184.2936785437818
cluster_1_2014-04-01,343.58,20.2,6.0,41851.66666666666,46379.92999999999,16.3,142.68162730584507
cluster_2_2014-04-01,495.285,20.7,7.6,38500.57333333333,46207.05666666666,28.7,144.24426820249514
cluster_3_2014-04-01,696.069,22.2,7.3,41024.94333333333,46028.91666666666,18.6,156.99277481487655
cluster_4_2014-04-01,1023.368,20.4,5.7,42242.48333333333,46185.24,21.3,166.91194466624782
cluster_1_2014-04-02,336.344,20.1,7.8,36600.29,46599.40666666667,18.7,136.3316677603159
cluster_2_2014-04-02,490.817,21.3,6.7,34861.56333333333,46413.38333333333,45.3,119.9957233079115
cluster_3_2014-04-02,689.151,20.7,7.6,34622.40333333333,46221.71,30.2,142.54883343692242
cluster_4_2014-04-02,1015.463,20.5,8.1,42364.47,46389.93333333333,25.2,162.13596462971498
cluster_1_2014-04-03,339.993,19.1,10.1,33005.386666666665,46818.850000000006,26.6,184.72894715288976
cluster_2_2014-04-03,506.682,19.7,10.0,22457.513333333336,46619.66,31.6,158.6945645894159
cluster_3_2014-04-03,713.553,22.3,10.5,15298.68,46414.43333333333,33.7,39.83217118825268
cluster_4_2014-04-03,1015.041,19.0,11.4,16670.993333333332,46594.57333333333,21.5,166.72683944906794
cluster_1_2014-04-04,340.207,17.3,8.0,31785.443333333333,47038.11666666667,16.1,288.0917466048323
cluster_2_2014-04-04,508.55,16.8,8.8,18625.083333333336,46825.75333333333,25.1,286.3065787131942
cluster_3_2014-04-04,707.987,21.4,9.3,36722.33,46606.96333333334,25.5,308.18223685480103
cluster_4_2014-04-04,1018.941,16.9,10.0,28226.92333333333,46799.03,21.2,328.66449361619107
cluster_1_2014-04-05,296.496,16.8,6.2,31450.78,47257.08666666667,19.2,231.64417456903664
cluster_2_2014-04-05,451.37,16.9,4.9,34173.066666666666,47031.54666666667,15.6,259.1858578495244
cluster_3_2014-04-05,633.144,22.0,7.6,17828.376666666667,46799.18666666667,31.0,295.49920184530106
cluster_4_2014-04-05,916.152,17.7,7.3,36949.310000000005,47003.17333333333,22.4,308.4402174065931
cluster_1_2014-04-06,268.164,17.7,9.4,9980.173333333334,47475.61666666666,24.7,211.3332957195608
cluster_2_2014-04-06,397.88,19.4,10.8,13186.98,47236.90333333334,22.2,241.55000176350228
cluster_3_2014-04-06,576.567,22.7,9.0,35756.113333333335,46990.97666666666,23.5,278.20911746811555
cluster_4_2014-04-06,851.169,19.0,6.3,28311.50333333333,47206.87666666667,18.7,285.5285721603126
cluster_1_2014-04-07,324.913,22.0,10.1,20494.226666666666,47693.56333333333,27.8,195.30495491409587
cluster_2_2014-04-07,458.377,24.6,8.8,22248.180000000004,47441.70333333333,26.2,172.93196783283568
cluster_3_2014-04-07,646.521,22.5,8.5,42506.833333333336,47182.21666666667,19.1,179.0
cluster_4_2014-04-07,973.63,23.3,6.4,33678.75666666667,47410.013333333336,27.0,185.99755785394183
cluster_1_2014-04-08,340.331,15.3,7.3,42296.24,47910.79666666667,27.0,269.66670428043915
cluster_2_2014-04-08,480.984,14.9,7.8,29993.0,47645.79666666667,28.9,276.51963964820703
cluster_3_2014-04-08,672.49,21.5,9.5,33764.503333333334,47372.77,24.1,301.88424616458934
cluster_4_2014-04-08,1012.791,16.0,8.5,30872.946666666667,47612.45333333334,23.9,287.948201149904
cluster_1_2014-04-09,345.197,13.1,4.3,40230.88,48127.16333333333,11.5,290.9720092763296
cluster_2_2014-04-09,487.937,18.2,2.9,41983.92666666666,47849.05666666666,13.7,312.4954375479826
cluster_3_2014-04-09,686.404,21.7,4.4,43818.11666666667,47562.51333333333,33.9,343.05037124080457
cluster_4_2014-04-09,1041.917,15.8,2.9,43031.513333333336,47814.04,18.4,341.8907084267961
cluster_1_2014-04-10,340.38,16.6,3.3,43431.25666666666,48342.52333333334,14.0,7.554214205173725
cluster_2_2014-04-10,479.589,22.1,3.2,42691.94,48051.35,11.2,23.39828583033512
cluster_3_2014-04-10,678.079,21.6,6.2,44017.92333333334,47751.31666666667,13.7,35.783707583222785
cluster_4_2014-04-10,1025.213,19.1,3.1,44191.57333333333,48014.66333333333,11.5,12.479585993322518
cluster_1_2014-04-11,330.136,17.4,4.6,42723.47666666666,48556.72,18.8,4.335840376881444
cluster_2_2014-04-11,466.179,20.3,6.0,43194.97666666666,48252.52,17.3,342.7931246592688
cluster_3_2014-04-11,667.722,19.8,7.1,41681.02333333333,47939.04666666667,15.6,62.61417023530116
cluster_4_2014-04-11,995.818,21.6,5.7,44044.28,48214.170000000006,17.6,338.83977871817467
cluster_1_2014-04-12,286.651,16.1,3.5,39372.57333333333,48769.60333333333,17.6,326.9546290018204
cluster_2_2014-04-12,415.762,18.0,3.3,23720.126666666663,48452.43,14.8,300.00032983089665
cluster_3_2014-04-12,599.877,21.0,7.2,43572.70333333333,48125.56333333333,12.5,269.7829995005158
cluster_4_2014-04-12,891.978,20.9,5.7,41277.88,48412.41,14.1,336.6832565598084
cluster_1_2014-04-13,266.645,13.8,5.0,26156.326666666664,48981.01333333333,13.7,291.3338717844033
cluster_2_2014-04-13,390.254,18.5,4.9,35887.49,48650.93333333333,15.3,302.5502660666648
cluster_3_2014-04-13,560.719,23.0,9.6,43708.746666666666,48310.72666666666,24.5,317.90809153802604
cluster_4_2014-04-13,842.569,18.7,5.5,39495.77,48609.246666666666,16.8,329.40717779123213
cluster_1_2014-04-14,328.849,13.1,5.4,44282.00333333333,49190.793333333335,20.8,327.32177352312004
cluster_2_2014-04-14,461.837,21.1,6.2,44542.3,48847.87666666667,23.2,323.53097678009715
cluster_3_2014-04-14,649.765,23.7,7.1,44732.06,48494.4,25.1,338.05037124080457
cluster_4_2014-04-14,985.614,18.3,4.7,41358.73333333334,48804.52,17.3,333.3268010634248
cluster_1_2014-04-15,344.582,12.9,1.8,45112.85,49398.97,18.4,48.97401449249084
cluster_2_2014-04-15,471.641,20.9,4.1,40153.78,49043.28333333333,20.0,16.850774937873286
cluster_3_2014-04-15,674.483,22.2,2.8,43130.34,48676.60666666667,35.0,12.037573395614434
cluster_4_2014-04-15,1027.651,14.2,3.2,45210.65,48998.26666666667,25.3,19.15822010212399
cluster_1_2014-04-16,351.094,16.1,1.7,45559.776666666665,49607.01666666666,15.5,95.35593600032404
cluster_2_2014-04-16,473.054,23.0,0.6,45110.58666666667,49238.543333333335,18.8,83.58904855224935
cluster_3_2014-04-16,688.389,24.2,1.2,45161.10999999999,48858.63999999999,20.5,52.00563223585545
cluster_4_2014-04-16,1036.559,15.7,2.8,45394.55666666667,49191.84333333333,22.3,36.91311910779336
cluster_1_2014-04-17,346.899,17.9,2.5,43850.33,49815.18,17.0,221.84395239257063
cluster_2_2014-04-17,470.65,21.7,3.6,43059.58666666667,49433.87666666667,16.9,236.55787924673675
cluster_3_2014-04-17,685.63,21.8,2.0,45361.88,49040.693333333336,16.8,335.3164663595677
cluster_4_2014-04-17,1021.77,18.4,2.7,45443.83,49385.49,13.0,35.13868430422827
cluster_1_2014-04-18,339.73,12.7,7.2,41197.096666666665,50023.31666666666,23.2,5.366566000696508
cluster_2_2014-04-18,459.742,18.9,7.2,33933.723333333335,49629.16333333333,23.0,336.30382036337795
cluster_3_2014-04-18,664.739,22.9,5.5,36049.5,49222.66333333333,27.2,332.4459786222717
cluster_4_2014-04-18,1006.679,15.2,4.8,17121.076666666664,49579.06666666667,19.1,345.3021578471244
cluster_1_2014-04-19,310.364,13.2,4.3,36389.96,50231.293333333335,21.1,47.66325977118143
cluster_2_2014-04-19,426.327,15.6,4.3,42470.64333333333,49824.25666666668,20.2,11.00386182901943
cluster_3_2014-04-19,630.512,18.6,1.4,32435.26,49404.41,34.5,14.872494346424835
cluster_4_2014-04-19,931.424,13.8,3.3,37492.23333333333,49772.45,23.9,21.52227528147692
cluster_1_2014-04-20,287.85,16.6,8.1,38950.426666666666,50438.963333333326,22.0,120.995106749009
cluster_2_2014-04-20,415.441,16.9,5.1,24293.103333333333,50019.03,21.1,131.50415793232537
cluster_3_2014-04-20,598.361,17.4,5.6,24968.353333333333,49585.81666666667,11.5,102.40952115325145
cluster_4_2014-04-20,857.215,16.6,3.8,31166.18333333333,49965.5,16.8,169.01659713375932
cluster_1_2014-04-21,286.862,17.4,6.0,29684.573333333334,50646.18333333333,15.1,237.6888591336591
cluster_2_2014-04-21,416.665,18.9,7.2,33734.85,50213.34666666667,12.3,98.96144868598364
cluster_3_2014-04-21,593.114,18.8,6.7,40004.12333333333,49766.75,10.5,146.73511597734625
cluster_4_2014-04-21,861.86,16.3,8.0,14440.076666666666,50158.07333333333,10.1,189.7098235401617
cluster_1_2014-04-22,338.173,18.0,6.3,40880.93333333333,50852.8,15.6,215.04166545749243
cluster_2_2014-04-22,481.483,17.4,7.1,35344.79666666667,50407.06666666667,14.7,230.03901865769143
cluster_3_2014-04-22,675.316,19.3,7.7,43937.38333333334,49947.07666666666,11.2,232.76150642982967
cluster_4_2014-04-22,980.284,18.5,6.2,38629.443333333336,50350.04666666666,14.4,217.446960849552
cluster_1_2014-04-23,343.307,18.9,6.2,31340.95,51058.66,15.8,192.34060165746567
cluster_2_2014-04-23,483.77,20.9,6.2,41229.29,50600.043333333335,15.9,243.720158006484
cluster_3_2014-04-23,674.97,22.2,7.0,44997.05666666667,50126.66666666666,19.4,297.9762695080987
cluster_4_2014-04-23,986.299,20.3,6.0,42293.246666666666,50541.26,10.2,326.109309894128
cluster_1_2014-04-24,337.405,19.5,7.9,41614.94333333333,51263.61666666667,15.3,33.83278825885633
cluster_2_2014-04-24,478.962,21.9,8.8,40994.03666666666,50792.12666666667,19.0,1.5899442420234768
cluster_3_2014-04-24,674.027,24.2,8.2,35338.98,50305.37,17.1,5.439139074557686
cluster_4_2014-04-24,970.815,20.7,7.5,44951.65333333334,50731.58,12.4,7.720415984303513
cluster_1_2014-04-25,330.152,18.8,9.7,22957.99,51467.496666666666,23.3,275.87190690278004
cluster_2_2014-04-25,478.492,19.8,9.4,32039.32666666667,50983.16333333333,26.1,236.5210410173228
cluster_3_2014-04-25,671.803,23.0,8.9,34611.22666666666,50483.06333333333,21.9,313.32642449426874
cluster_4_2014-04-25,968.907,16.9,10.5,21847.82,50920.84666666667,19.2,265.6451145236348
cluster_1_2014-04-26,290.674,15.5,7.5,24704.566666666666,51670.13999999999,26.0,184.33746312054336
cluster_2_2014-04-26,430.615,16.8,5.1,17905.899999999998,51173.00666666666,22.7,210.65252850708143
cluster_3_2014-04-26,612.051,21.3,8.4,34639.91333333333,50659.57666666666,21.4,276.84604470180494
cluster_4_2014-04-26,894.862,18.3,7.1,18559.34333333333,51108.91,20.2,245.3741636155397
cluster_1_2014-04-27,278.397,14.7,6.2,40412.68333333333,51871.386666666665,24.4,187.66854777516616
cluster_2_2014-04-27,413.602,15.5,6.4,40208.4,51361.49666666667,38.0,211.2555009141833
cluster_3_2014-04-27,585.049,19.1,9.7,39883.93666666667,50834.78,33.0,267.2604159793193
cluster_4_2014-04-27,863.907,16.3,6.1,40955.956666666665,51295.61000000001,22.8,232.93320346704184
cluster_1_2014-04-28,330.713,15.2,6.7,40008.57,52071.03666666666,12.3,153.55514079254158
cluster_2_2014-04-28,484.51,15.9,6.8,36329.07,51548.46,27.2,213.82062305881604
cluster_3_2014-04-28,667.679,19.0,9.0,28749.053333333333,51008.52,28.1,283.91260748462355
cluster_4_2014-04-28,1000.593,15.0,6.8,32243.573333333334,51480.78666666666,12.0,233.67948761666463
cluster_1_2014-04-29,342.598,16.5,6.1,31042.11,52268.93333333333,12.6,235.9407027463451
cluster_2_2014-04-29,488.621,16.7,7.0,25838.21666666667,51733.73666666667,21.5,210.2468424274041
cluster_3_2014-04-29,689.065,21.6,10.0,26184.84333333333,51180.630000000005,28.6,260.8096835610963
cluster_4_2014-04-29,1016.941,17.8,4.8,29414.93333333333,51664.27333333334,12.7,232.8737456510977
cluster_1_2014-04-30,340.036,17.8,7.7,39967.426666666666,52464.88999999999,14.0,331.69572357373124
cluster_2_2014-04-30,472.767,17.3,6.1,41015.67333333334,51917.15,19.4,318.3594486585871
cluster_3_2014-04-30,673.767,19.8,8.1,33718.09,51350.96,29.5,309.42306723446694
cluster_4_2014-04-30,1001.657,17.5,8.2,32125.45,51845.9,15.5,297.1284729241966
cluster_1_2014-05-01,267.797,17.5,8.9,20354.75,52658.706666666665,18.7,243.4499212926661
cluster_2_2014-05-01,390.747,17.5,6.9,28523.960000000003,52098.53333333333,24.5,248.64149401994337
cluster_3_2014-05-01,568.666,22.0,9.9,41472.363333333335,51519.34333333333,24.8,265.1187288908329
cluster_4_2014-05-01,840.941,17.4,9.6,32276.89,52025.48666666666,14.7,265.14902950752054
cluster_1_2014-05-02,302.192,16.1,8.2,40260.06666666667,52850.20333333333,24.6,355.99847330928026
cluster_2_2014-05-02,440.044,15.9,8.5,35648.09,52277.69,26.1,331.28798359225163
